Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,South Africa,ZAF,16.3653251951763,15.7445820078307,16.2779674105474,17.10588444718,18.4665957390614,18.3149774226569,20.1829944547135,20.9855217013305,23.1501652763139,20.704899394938,19.512981337423,19.7209480746729,19.9659850443105,21.1635569463771,20.4994935054917,20.9796805417141
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,5.49293046678288,10.7350242199958,12.803466896583,20.550466954023,14.5265801215219
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Spain,ESP,26.579497098646,26.5730606923526,26.9006043070221,27.8233715673975,28.752873162917,30.0157108684392,31.2961445434108,31.3354743261285,29.5954668637595,24.5653592227251,23.5489645538353,21.9073491590912,19.9939412299303,18.7113493023741,19.4521207916594,20.3914266507901
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Sri Lanka,LKA,28.0392736849136,22.0040128023487,23.2890507211333,22.0204689465055,25.2537615246688,26.8274555178569,27.9799093470538,27.9521433553302,27.5523830555003,24.4338657450541,30.352472451932,33.3638720334577,39.0555409666183,33.2494161291258,32.309515061609,31.181388695096
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,St. Lucia,LCA,21.8035523483208,21.3177711793869,19.1508416695681,17.1303285378061,16.8658621645366,26.5628740811678,35.5419392008145,26.1625258326669,29.6408682487397,26.9972381016567,25.2144713362359,25.2618168573138,24.6369185947499,20.9757037290518,17.6769917869135,17.6851046931215
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,27.4288419229862,25.6535047452077,25.7778537250746
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Sudan,SDN,24.8880308630392,24.4766638943825,26.4230531461252,26.7146628619492,29.3206131399083,28.1286340796886,28.9223320985723,27.5918981750909,24.5752677832725,24.4958949850585,23.0457219105117,21.5781093122728,19.1390911528021,19.5319466792078,16.4396596857771,16.5600413445497
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Suriname,SUR,..,..,..,..,..,..,40.1592548973407,46.1880298193791,44.3081961398147,50.1861182132652,36.2044525973485,..,..,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Eswatini,SWZ,23.5454773389146,23.6979094460212,21.4165644422515,19.2938536023766,19.3761730852686,17.3558287295499,16.477654585365,16.0430018387512,15.7015014030838,15.3843136696125,14.4850920408656,12.8987665665623,12.2547816473286,12.1060418192604,12.3160081362106,11.441352717414
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Sweden,SWE,22.7541823540829,22.7501382090528,21.7410100720813,21.5741419248045,21.5576188498511,22.0038715642275,23.0266327340266,24.6088552413322,24.5196671743025,20.9241635038858,22.912681101161,23.8159623057302,22.6105623100304,22.4948400611261,23.3499964438484,24.2852380793646
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Switzerland,CHE,24.7101360062474,24.9458461548366,23.3651451782913,23.0634515454605,21.5127630295326,24.0150243541882,25.1985974668879,24.2632653518581,25.3292384918729,26.218193438911,23.8633365520915,26.735208850607,24.385342735853,22.5465629900732,23.2364682268591,23.1257335648743
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Syrian Arab Republic,SYR,17.2678838559009,20.344802099386,20.3211938779836,23.2442376063968,17.6563079667532,18.4069307863981,18.8544113550052,27.799126386517,..,..,..,..,..,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Tajikistan,TJK,9.41400347008451,16.3834340991536,9.29544350299224,9.13633652553763,11.7774808665197,11.6476563150445,15.966278534166,24.6329386773297,26.5088750712999,24.8447536175679,23.8461818667509,29.2094402931719,23.2673636939311,24.7371343261484,26.160393990159,28.8665054008887
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Tanzania,TZA,16.8155686580913,17.4471999414523,17.1900119364179,19.1668135506368,22.5698474447293,21.471802477852,26.0395482930942,32.8493578894489,32.0761569431467,25.1251613883953,27.2960272556674,33.2403650007234,28.5028741983988,30.3242937924551,30.1307040169325,27.2024709413802
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Thailand,THA,22.2825925086537,23.1123853206718,22.7441937694577,23.8293024458859,25.6814553243611,30.4207588533792,27.011608023422,25.4959974359616,28.2264262281841,20.6364218789861,25.356640557668,26.7914866806039,28.0241747858641,27.4570926791317,23.9190249715407,22.2981846157494
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Timor-Leste,TLS,27.9344858962693,27.8153370677999,25.6119052281183,20.0956937799043,6.98256676557864,4.03021281287904,2.07306520185109,3.51614022908712,4.62267158537141,15.4300537567196,11.9582885293456,14.5637902814199,11.3970918902713,11.4004035541081,16.4458397191872,19.0697075119186
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Togo,TGO,13.2017935865407,14.044273560559,13.993127397148,11.4389144623169,12.4629805836648,15.1102744546445,15.7276423817772,13.4247652179508,16.5529133948568,16.9017063595687,17.5324196177578,17.7333678175847,24.1490475701654,23.198691371698,22.7068266300948,20.2817244435886
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Tonga,TON,20.7701676846732,24.507551187191,25.0151005371925,21.1353420724308,20.9793475293272,22.4459439249394,21.116993541812,21.7306206241427,20.8148125846756,24.5421790235081,30.0884102708012,36.0789806451613,33.3776292780415,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Tunisia,TUN,26.0827022454159,26.1792638558581,23.8105369376379,23.3232409755381,23.2783879954478,21.6794440065917,23.4487310332469,23.8360664944401,26.0498879998842,25.1473343990511,26.6474749621359,23.5201258446758,24.4438158807409,22.7355174923913,23.1697363767446,19.9568802570646
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Turkey,TUR,23.8001224606983,18.1354530230739,21.2431507211452,22.4735211478265,25.2053330629802,27.0335454940827,29.5652205699747,28.713728944269,28.935900191298,23.018433794506,26.9727636045772,31.2686975833951,28.3041515679709,29.773212106008,29.0333744361608,28.3620306100066
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Turkmenistan,TKM,34.7386559448593,31.7126612120372,27.5596816976127,25.4187357966501,23.0536196152804,22.9195946475561,19.5019564924266,18.6,31.7,46.6,51.8808271961717,51.9318442057253,47.2,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Uganda,UGA,19.483821715744,19.3020594184271,20.2174228043798,20.984141578943,20.1456899168426,22.3551458569451,21.130370024996,22.0830552691777,22.9777738427331,24.9974072522662,25.5559643789499,27.4572348768776,27.297130934073,28.3508148258122,27.2817025031649,24.6164038692754
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Ukraine,UKR,19.6301522902334,25.3731782284513,23.4957223281174,25.6151622710458,24.6371557184955,26.3266375070575,28.8130355283635,32.8258523638697,32.5112365660083,19.8511924984712,20.8733807324065,22.4369245633239,21.7155073544016,18.488627475604,13.3964957165318,15.9333160342442
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,United Arab Emirates,ARE,..,22.5024511612706,22.5457475824448,22.1297151941699,19.9784484743546,20.1668586314818,19.2705121714111,25.0936183286053,25.0981259739132,31.6334805138158,27.0818534095565,23.1902570310625,21.9121542447248,19.2856694144499,22.197928972301,25.6713737529947
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,United Kingdom,GBR,18.465730935948,17.8566007050387,17.7629627369517,17.384144549093,17.0240845864906,17.2194468207267,17.5942218137464,18.1105257506191,16.9936793586129,14.4283625883928,15.6795117594598,15.5591653405192,15.7574804551321,16.3579553040876,17.1107453096303,16.972347129325
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,United States,USA,23.5689254966004,22.0514913446128,21.5765217880843,21.6599667960249,22.5267268370128,23.2229527332403,23.333014816517,22.351352966144,20.7862435389496,17.5129329964292,18.3945975146835,18.5447559164801,19.350606350689,19.762260074983,20.1448058652222,20.4279974839843
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Uruguay,URY,14.4570209010912,14.3279397868346,13.0729059521491,15.2063088501279,17.468462801397,17.6988581639875,19.460573421037,19.5260552912207,23.2080945931715,19.6247745184382,19.4076054809758,20.8823110099016,22.9153797317192,22.4844120103366,21.2028122361888,19.7053903987007
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Uzbekistan,UZB,19.6000122865217,21.0999939090005,21.1999946310166,20.8,24.5,28,29.6100809944662,28.2057467186946,32.0363460936417,29.9477879762474,20.1800658136221,26.6514482467923,31.0844660382541,30.2951725735656,30.1348542027777,26.8520787412482
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Vanuatu,VUT,19.9139980235571,18.3537886872999,19.5436887891886,16.8462419321258,23.238487366125,24.1193102808937,28.3771830580297,32.2664391944517,40.558702744818,39.8931187518236,34.6595594298504,27.4970722277877,23.0449492508458,25.9198184768413,26.4306210418536,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,"Venezuela, RB",VEN,24.1703919915729,27.5241676945984,21.1588880528986,15.2174422722,21.798464440157,23.0040335685058,26.921912843379,30.3400382701657,26.8261258775664,25.7969460220917,21.9716579748512,23.0723970782658,26.5967444479812,27.2689533098222,24.8102028168,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Vietnam,VNM,29.6099138223826,31.1727734549497,33.2205344910613,35.444857957463,35.46533166878,33.7574028912441,34.5366510764767,39.5662708970146,36.4931217965814,37.1625554335215,35.6938087743787,29.7506367181317,27.2433235893424,26.6756169052374,26.8326723983813,27.676727733944
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,West Bank and Gaza,PSE,31.5026891691395,29.5776406823688,26.1685134147027,28.8054435483871,26.5984477501617,25.6902189660168,23.5249791246614,21.8841948490683,20.5574286356485,20.7038881703861,21.5581559726694,17.809161618285,21.0871145628314,21.7000641231164,18.9924187612067,21.1268050185434
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,29.8775200353029,33.6434788327889,31.7545429961112,34.0386108550491,34.0429110865812,42.8050655165663
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Zimbabwe,ZWE,13.5694238181719,10.2664734377554,4.99999968464786,7.99999923178883,4.50911485713514,1.52517667801545,1.57116139147759,7.10975335916338,5.12790625311106,12.746801651552,18.7633009123198,17.3977660333253,9.85697689349878,9.20947911635942,9.63922397841605,10.035640419865
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Afghanistan,AFG,..,..,..,..,..,..,8.96753350012612,7.00919125001793,8.05270582231448,10.5750824702327,11.0919491573205,11.5101607150307,10.2006246425162,9.40560933162746,8.61373050462046,10.1311181683697
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Albania,ALB,..,..,23.9807395592749,24.2458891193942,24.5508019930699,..,..,..,..,..,..,23.9003193851567,23.0507101156878,22.3049495093896,24.5250980968319,24.738150200759
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Algeria,DZA,38.2722368454204,35.6153231889871,35.4472770875837,38.0919589021222,36.631440152149,41.1628067019638,42.9476172254806,39.7268806583029,47.1896045364988,37.5250697477325,37.0537991722116,40.4242383115463,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Angola,AGO,52.7883851391081,41.6333607635908,26.6206782539432,29.5805671922564,27.3183059652283,24.425016261414,46.1028361887204,44.9866019752973,42.667610575559,22.2507473987073,34.9944428995027,44.5922858283633,36.2254247337765,35.7058638205137,30.8845485149836,18.7766451748876
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Antigua and Barbuda,ATG,14.5264492904168,16.5268369877531,17.8589178534035,18.3032554882266,19.023850932354,17.8875947903951,19.2924856924998,20.4661520117129,19.9204382053739,18.0261372787031,20.554346266965,19.3388703270472,19.7700912093071,18.5607154062101,19.3097517722555,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Argentina,ARG,14.1776102532074,13.7775019608536,14.0561136349095,17.1997019513553,16.7347777696665,16.6216575161027,17.2017551603052,17.9300729987004,18.9717341522181,20.1360210279783,21.2413164267537,20.196408074281,21.182234604867,21.5652829643596,22.3322943705014,22.1490803040164
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Armenia,ARM,..,..,..,..,18.1983826790851,19.3048587396415,19.7633111464399,21.3849781783405,22.8602935610245,22.2532496488502,22.6479513525881,22.7264264431653,22.597804052938,..,24.5145567085198,23.0924926716717
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Australia,AUS,25.9545530892369,27.0763629346478,26.0047510222921,26.6638189021618,26.636015414751,27.096158688536,27.0267013083008,26.4649424731257,26.6459250665753,24.5047691253769,23.3395351629885,22.7174857642275,23.5649385355425,24.4705264159825,24.4426536055186,24.5092524750155
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Austria,AUT,43.7772206161536,45.5358093510271,44.5222625757039,44.0881719274435,43.852540967284,43.5413074633898,42.984047946332,43.0073924396319,43.7472747913438,43.8938603898113,43.5116566379395,43.5698009980761,44.1659021988304,44.8594733972564,44.7586883211331,45.0711577242591
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,49.3018945018586,40.8898501467635,46.8289179324149,45.4813563227219,41.2739730781807,40.4057956068887,39.8963976405639,34.1837072453108
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,"Bahamas, The",BHS,11.6035966208009,11.0545659144272,9.99446018312923,10.1588597184471,10.4299586208724,11.22147780647,12.5941527945118,12.5831156282432,13.5731331939958,13.1885120757847,12.7896067259919,14.2208540829854,13.3013105732009,12.7287628439158,13.2241336825678,14.3933668580345
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Bahrain,BHR,28.8908524430158,26.438094725652,25.8083911813222,25.7196389808001,25.5255237338528,27.1754567891867,26.0328547406545,24.4880238409861,27.3931991281941,19.4737946635099,22.2069487670391,25.1306831700555,..,24.0419391460637,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Bangladesh,BGD,..,8.55508912359227,8.87465110773691,8.71578966709367,8.65675173626511,8.9489913342907,8.77841193665516,8.81075448022252,9.51289063059205,9.64307267713728,9.74382934646306,10.4626574311705,11.1452302740666,11.1604123716535,10.8668856085968,9.84448413886165
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Barbados,BRB,..,..,..,27.76337847535,28.0492836513153,27.4214176345162,26.5909931490482,27.0680305399968,27.3415308762024,27.8593728055001,26.5744579129782,27.7022391169088,25.701166675615,25.0777276747967,25.3863943276878,27.4766634490582
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Belarus,BLR,28.6812717598371,28.4761721752498,26.5677186351063,29.3229729138406,31.43575146324,33.7785670484776,37.1520910340999,38.251314527923,38.8917740910758,34.0995302527319,29.5699545219162,28.0633696235903,29.0395636217814,28.7220108739005,27.9218863983255,29.6768850917047
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Belgium,BEL,42.1134914918171,42.1598158535136,41.0855103028338,40.3073912958871,40.2750084697306,40.2603948622194,39.9037721241613,39.5279254451173,40.4877453603976,39.5258802727556,40.1030401218295,40.8359344067878,42.1342342879395,42.8278242482664,42.5653354610227,40.6949466292785
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Belize,BLZ,20.3582031829079,20.7801568278232,21.2949017258397,21.4211993943097,21.526300390747,23.5147518490128,23.9800305911866,25.803604848209,25.0394346472444,25.2200858661604,27.2882427956636,26.3891065207202,25.1407183661552,26.9175052394642,26.77964264571,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Benin,BEN,..,14.5734353427638,15.3234348101456,15.1597732319588,15.4332645499456,14.642168226182,15.3536990164008,18.9831017147151,17.3280963086628,16.4198282535211,17.2661715628005,16.1697315665274,15.7340073035967,16.7348201852302,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Bhutan,BTN,22.8726812851649,21.795953802505,19.3194309646818,16.3811138092297,15.7136527440188,16.7979599031841,16.971500442123,20.3858627408329,22.5522139412538,22.9480717400892,21.4802079355008,20.4620660706298,20.8244745477307,19.9760105505493,19.3976722961711,19.0259497602253
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Bolivia,BOL,17.8019804619013,16.9083188507108,18.3770513642973,18.7957344854487,20.2424053170971,22.9723883550331,23.2039131073733,23.2656061014303,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,35.5107910940407,38.015855939521,38.6324293797621,37.8784127448487,37.3576280294147,38.3701977343305,38.8356040603384,39.4812762688143,38.4486786204093,39.4168542244865,38.5932406947279
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Botswana,BWA,..,..,..,..,..,..,45.5384896596084,41.6323488405987,39.7813321882651,39.6811076783662,36.2728187131241,36.0517734251941,37.3935010930834,38.7959571735178,38.0228997077484,33.17329442091
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Brazil,BRA,19.5546641476175,20.5097866018968,21.460119919437,20.6973748729083,21.3622079592237,22.4238480726861,25.6877857358597,25.7507316029925,27.0091875591738,23.975557174265,28.2927992220695,28.3873449016797,28.8879978974381,27.8590612734704,26.5226514773046,28.5200949461167
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Bulgaria,BGR,22.4396944979554,26.9775682091639,24.4573303121913,26.4954355043225,28.0615094505753,34.8409230241581,33.4668568239598,36.6588506870037,36.4249071209345,32.5443393861006,30.4414006443649,29.0398556198071,31.2705727909664,33.0431631652174,32.1630307082478,34.1689502253452
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Burkina Faso,BFA,..,..,11.6953747055401,12.3518349247959,13.725244716167,12.7254155872569,13.0740338062685,13.7596750710269,12.9090403429913,13.641634469758,15.3180016687761,15.68319170203,17.5211882023191,18.9290664465522,17.398154440003,17.0003437243545
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,14.7764116388057,16.7204935283632,15.973450670121,14.5452590163934,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Cabo Verde,CPV,..,..,..,..,..,27.6038406715747,29.7305388101174,27.4263360685694,29.2426822379604,25.9555007684788,..,..,20.9914228618986,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Cambodia,KHM,..,..,10.2955259763529,9.39133509938227,9.81913244728628,9.66040423583834,9.79526740315927,11.1877997247941,12.5195196811537,10.8497529664298,11.4706942699061,11.5521132926488,12.6378118420666,13.7447032279007,16.5789729298535,15.935996046886
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Canada,CAN,20.9314392496235,20.2313887269236,19.3934685888964,19.1326185801178,18.7541410690381,18.5891175050881,18.5860272736959,18.7442009441181,17.664767203312,17.6882219521298,16.9359695475266,16.9650978969695,16.9611390777306,16.994759508667,17.0194655759781,17.7378840459549
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,10.40252702385,10.8478059411999,11.6170689343939,10.7894439156626,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Chile,CHL,20.8893689197842,20.9955655600693,20.3363637816052,20.2347277934277,21.2150604622951,22.8731801752281,24.4407240084248,25.9459437649432,24.5048345682977,19.0071282565903,21.4088615219363,22.5686411748605,22.10931813902,20.906456564983,20.5630372605725,21.0121388392181
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,China,CHN,..,..,..,..,..,9.62504082605658,10.1251615144333,16.7258361509573,11.0671453606294,11.643875542982,11.206306674361,11.2074793678005,11.1021125396103,10.9142483869522,15.808083869064,16.0385091248016
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Colombia,COL,15.4943496592403,..,..,22.8380013523536,..,..,..,..,21.9446186531192,20.9407322703029,21.6090720035548,23.5264143313586,26.3601326788503,24.5145781029973,23.3570966426925,22.9494270820388
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,"Congo, Dem. Rep.",COD,0.842223970299416,2.98657415584363,4.88559399675292,6.10777300404513,7.43935608651113,8.73470469915248,9.88792720155267,9.17795987933718,11.4901299083482,13.93746186544,14.2656297722888,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,"Congo, Rep.",COG,..,32.2693531550066,31.9107958565252,31.5505138536765,32.7443761314439,39.9370892360856,45.6612081333795,40.6042271640055,48.2244800847524,31.3157555027145,40.8548387340857,43.9473254279924,43.8237987905978,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Costa Rica,CRI,22.2551609730568,22.9524517762579,23.0226684434438,22.9834714414252,22.4064287012417,22.8701204872863,23.6853722176725,24.238993086828,24.558479121995,23.604741069577,23.1068830886493,23.5732482460135,23.7428150234755,24.1598969276762,23.7269759224726,24.1706210576902
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Cote d'Ivoire,CIV,..,14.8958459533202,15.2844108474228,13.9722546767711,15.1484313003547,15.0314783302476,15.8836980339728,17.2286667044785,16.8381569389493,16.1085357874995,15.7938559755055,12.503911232157,16.4118591387478,16.0153994374767,14.7016281251696,16.8142545933991
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Croatia,HRV,35.2727919738851,33.7075890303636,35.4910466265047,34.750168889167,34.7251940935526,34.3298569703884,34.0635430788647,35.0132274418122,34.3634914787282,34.2324297137395,33.4736804854125,32.838828035981,33.8243633386685,33.2458586396128,34.9161184238538,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Cyprus,CYP,53.2142867306319,54.9071404582601,54.3364213997928,57.1573802828707,57.7423842608661,61.5899782238592,62.422607756518,67.719298681304,65.1637481498307,35.5197972745378,36.1677576270071,35.5324469438416,35.2755196072596,35.4146993824312,38.5202027486687,37.8952576408682
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Czech Republic,CZE,30.7750338006374,31.6549916696161,31.6208639178056,35.2867332625956,32.535452076838,31.1564930468668,31.1024715910223,31.7343195532844,30.5240627943969,29.9117725407203,30.4336645077406,31.36992702829,31.8166255820323,32.0411905143031,30.9051740824598,31.1836524918605
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Denmark,DNK,38.477457435007,37.4660050192268,36.8348352905222,36.7374722551089,38.5058177252206,40.0586008433881,38.7031731123608,41.1695119461482,40.088316763532,39.6288809930418,39.8589450921794,40.50536750604,40.617740772833,40.5788637165702,42.6722660656735,39.5543799343696
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Dominica,DMA,23.7347922955776,22.0237532111623,21.442219942265,22.0510782373119,23.6726950843906,25.9484425189634,25.5296839994556,27.4497615746934,27.2974145056214,26.5103986692321,26.3909001542684,26.4183773377895,26.5767783223616,28.2515574462773,26.2920848572339,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Dominican Republic,DOM,13.8025401183318,14.7659107316083,14.5818964369689,13.2418305751113,13.8371774250512,14.8944167303813,15.27992833626,16.4944656206091,15.5131175963648,14.0219284774669,13.8469365003007,13.7337381150376,14.5426820882834,15.0291855037575,15.2927436687469,18.1795463935919
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Ecuador,ECU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
